DMS_id,feature_id,rank_within_assay,spearman_dms,abs_spearman_dms,spearman_esm,permutation_p,bh_q,target_length,assay_positions,motif_hit_count,active_positions,motif_positions,overlap_positions,overlap_fraction_active,fisher_p,low_target_motif_alignment,swissprot_tokens,swissprot_motif_positive_fraction,motif_auc,motif_spearman,motif_spearman_p,low_swissprot_motif_alignment
AMFR_HUMAN_Tsuboyama_2023_4G3O,8583,16,-0.3698478801494993,0.3698478801494993,0.033844490739835816,0.004975124378109453,1.0,47,47,14,7,36,6,0.8571428571428571,0.4734088465596916,False,,,,,,True
ODP2_GEOSE_Tsuboyama_2023_1W4G,2802,12,-0.3697127734527743,0.3697127734527743,0.15556285068284464,0.004975124378109453,1.0,44,44,15,6,41,4,0.6666666666666666,0.9984898822108125,False,,,,,,True
SR43C_ARATH_Tsuboyama_2023_2N88,1146,16,0.36962299113398217,0.36962299113398217,0.14896382750275744,0.014925373134328358,1.0,48,48,17,6,46,5,0.8333333333333334,0.9867021276595744,False,,,,,,True
ODP2_GEOSE_Tsuboyama_2023_1W4G,9989,13,0.3686893180472965,0.3686893180472965,0.2040940015788956,0.009950248756218905,1.0,44,44,15,7,41,7,1.0,0.5866807610993658,False,,,,,,True
AMFR_HUMAN_Tsuboyama_2023_4G3O,9818,17,-0.3685330037188919,0.3685330037188919,0.04692861067392414,0.009950248756218905,1.0,47,47,14,7,36,5,0.7142857142857143,0.80309664744992,False,,,,,,True
CBX4_HUMAN_Tsuboyama_2023_2K28,2009,4,0.3679324904311886,0.3679324904311886,-0.023319104411926944,0.009950248756218905,1.0,50,50,18,7,38,6,0.8571428571428571,0.4580137438879346,False,,,,,,True
SDA_BACSU_Tsuboyama_2023_1PV0,8842,11,0.3668779151259799,0.3668779151259799,0.1031179716371476,0.009950248756218905,1.0,44,44,18,6,37,5,0.8333333333333334,0.7615842750556308,False,,,,,,True
ODP2_GEOSE_Tsuboyama_2023_1W4G,1899,14,-0.3657291861349194,0.3657291861349194,0.021794473949264585,0.009950248756218905,1.0,44,44,15,7,41,5,0.7142857142857143,0.9973572938689218,False,,,,,,True
RBP1_HUMAN_Tsuboyama_2023_2KWH,4804,16,-0.36545622997596705,0.36545622997596705,-0.3894750924111924,0.004975124378109453,1.0,52,52,21,4,41,3,0.75,0.807202881152461,False,,,,,,True
YNZC_BACSU_Tsuboyama_2023_2JVD,7945,9,0.3640083277436002,0.3640083277436002,0.14367597051732955,0.01990049751243781,1.0,39,39,6,3,28,2,0.6666666666666666,0.8134369187000765,False,,,,,,True
RBP1_HUMAN_Tsuboyama_2023_2KWH,7674,17,0.36333148445285096,0.36333148445285096,0.23889530099035663,0.01990049751243781,1.0,52,52,21,4,41,4,1.0,0.3740696278511404,False,,,,,,True
RBP1_HUMAN_Tsuboyama_2023_2KWH,723,18,0.36174715238366123,0.36174715238366123,0.1959740742829312,0.004975124378109453,1.0,52,52,21,8,41,7,0.875,0.45559096904256613,False,,,,,,True
THO1_YEAST_Tsuboyama_2023_2WQG,2236,13,0.36119974982610586,0.36119974982610586,0.26145095160012627,0.01990049751243781,1.0,41,41,22,6,37,6,1.0,0.5170336723610149,False,,,,,,True
CBX4_HUMAN_Tsuboyama_2023_2K28,6227,5,0.36108950077494634,0.36108950077494634,-0.3868087077266949,0.009950248756218905,1.0,50,50,18,4,38,3,0.75,0.7600825010855405,False,,,,,,True
RBP1_HUMAN_Tsuboyama_2023_2KWH,7926,19,-0.361000005372482,0.361000005372482,0.09479796719906139,0.009950248756218905,1.0,52,52,21,5,41,5,1.0,0.2883453381352541,False,,,,,,True
SDA_BACSU_Tsuboyama_2023_1PV0,9688,12,-0.3608786703490087,0.3608786703490087,-0.24753898930824686,0.004975124378109453,1.0,44,44,18,7,37,6,0.8571428571428571,0.6933341906623096,False,,,,,,True
RBP1_HUMAN_Tsuboyama_2023_2KWH,9993,20,-0.3606453340583378,0.3606453340583378,-0.14831477524100092,0.014925373134328358,1.0,52,52,21,8,41,5,0.625,0.9485254601378017,False,,,,,,True
THO1_YEAST_Tsuboyama_2023_2WQG,316,14,-0.3605609651455628,0.3605609651455628,-0.28804591070287977,0.01990049751243781,1.0,41,41,22,6,37,4,0.6666666666666666,0.9929396662387676,False,,,,,,True
SDA_BACSU_Tsuboyama_2023_1PV0,8904,13,0.3605273223116955,0.3605273223116955,0.23299436019851108,0.01990049751243781,1.0,44,44,18,7,37,7,1.0,0.26866699888164497,False,,,,,,True
SDA_BACSU_Tsuboyama_2023_1PV0,6926,14,-0.3568721181070045,0.3568721181070045,-0.03830830646346376,0.014925373134328358,1.0,44,44,18,7,37,5,0.7142857142857143,0.9322094860389334,False,,,,,,True
ODP2_GEOSE_Tsuboyama_2023_1W4G,5099,15,-0.3563653154974505,0.3563653154974505,0.3322690197196978,0.01990049751243781,1.0,44,44,15,6,41,5,0.8333333333333334,0.955451525218967,False,,,,,,True
YNZC_BACSU_Tsuboyama_2023_2JVD,4848,10,0.35612367082496627,0.35612367082496627,0.19886856894776714,0.024875621890547265,1.0,39,39,6,3,28,2,0.6666666666666666,0.8134369187000765,False,,,,,,True
YNZC_BACSU_Tsuboyama_2023_2JVD,9688,11,-0.35567504155449337,0.35567504155449337,-0.15177934627363665,0.04975124378109453,1.0,39,39,6,6,28,5,0.8333333333333334,0.4468245335118399,False,,,,,,True
THO1_YEAST_Tsuboyama_2023_2WQG,681,15,-0.3555726946457783,0.3555726946457783,-0.18760727616313136,0.03980099502487562,1.0,41,41,22,6,37,6,1.0,0.5170336723610149,False,,,,,,True
AMFR_HUMAN_Tsuboyama_2023_4G3O,1401,18,-0.3555371163588512,0.3555371163588512,0.1634406644117481,0.009950248756218905,1.0,47,47,14,7,36,3,0.42857142857142855,0.9951023269456497,False,,,,,,True
ODP2_GEOSE_Tsuboyama_2023_1W4G,8842,16,0.3553525522047728,0.3553525522047728,0.2314383620323729,0.009950248756218905,1.0,44,44,15,4,41,4,1.0,0.745998187858653,False,,,,,,True
SDA_BACSU_Tsuboyama_2023_1PV0,9514,15,-0.3547229946656473,0.3547229946656473,-0.1942937040926298,0.009950248756218905,1.0,44,44,18,7,37,7,1.0,0.26866699888164497,False,,,,,,True
ODP2_GEOSE_Tsuboyama_2023_1W4G,1020,17,0.3542177010728522,0.3542177010728522,0.15419759066556973,0.029850746268656716,1.0,44,44,15,7,41,7,1.0,0.5866807610993658,False,,,,,,True
YNZC_BACSU_Tsuboyama_2023_2JVD,7375,12,0.3541525065953078,0.3541525065953078,0.2934844519713744,0.024875621890547265,1.0,39,39,6,3,28,2,0.6666666666666666,0.8134369187000765,False,,,,,,True
CBX4_HUMAN_Tsuboyama_2023_2K28,6926,6,-0.3533326436849032,0.3533326436849032,0.25198668764973775,0.014925373134328358,1.0,50,50,18,8,38,6,0.75,0.7125474443805876,False,,,,,,True
SR43C_ARATH_Tsuboyama_2023_2N88,7743,17,-0.3517784294977624,0.3517784294977624,-0.0026538188310811918,0.01990049751243781,1.0,48,48,17,8,46,8,1.0,0.6914893617021276,False,,,,,,True
AMFR_HUMAN_Tsuboyama_2023_4G3O,4374,19,-0.3516658926368996,0.3516658926368996,0.0279517047816014,0.024875621890547265,1.0,47,47,14,4,36,3,0.75,0.7705827937095282,False,,,,,,True
YNZC_BACSU_Tsuboyama_2023_2JVD,6055,13,0.35158958861368056,0.35158958861368056,0.2488661244705269,0.014925373134328358,1.0,39,39,6,2,28,1,0.5,0.9257759784075573,False,,,,,,True
YNZC_BACSU_Tsuboyama_2023_2JVD,4432,14,0.35158958861368056,0.35158958861368056,0.2488661244705269,0.014925373134328358,1.0,39,39,6,2,28,1,0.5,0.9257759784075573,False,,,,,,True
SR43C_ARATH_Tsuboyama_2023_2N88,2873,18,-0.3513921612620531,0.3513921612620531,-0.07802417344152039,0.009950248756218905,1.0,48,48,17,6,46,6,1.0,0.7632978723404255,False,,,,,,True
ODP2_GEOSE_Tsuboyama_2023_1W4G,10117,18,-0.35088513734389415,0.35088513734389415,-0.10508475023502198,0.029850746268656716,1.0,44,44,15,7,41,5,0.7142857142857143,0.9973572938689218,False,,,,,,True
SR43C_ARATH_Tsuboyama_2023_2N88,4203,19,0.35008158266911743,0.35008158266911743,-0.04749644864282763,0.014925373134328358,1.0,48,48,17,5,46,4,0.8,0.9911347517730497,False,,,,,,True
AMFR_HUMAN_Tsuboyama_2023_4G3O,2965,20,0.3499562913378452,0.3499562913378452,0.09645968732002207,0.01990049751243781,1.0,47,47,14,3,36,3,1.0,0.4403330249768732,False,,,,,,True
CBX4_HUMAN_Tsuboyama_2023_2K28,4144,7,0.3499292312640026,0.3499292312640026,-0.3894063885294475,0.024875621890547265,1.0,50,50,18,8,38,5,0.625,0.9182312427584893,False,,,,,,True
ODP2_GEOSE_Tsuboyama_2023_1W4G,5697,19,-0.3487050232068176,0.3487050232068176,-0.32747579318762504,0.009950248756218905,1.0,44,44,15,7,41,7,1.0,0.5866807610993658,False,,,,,,True
SR43C_ARATH_Tsuboyama_2023_2N88,2868,20,0.34838745689245465,0.34838745689245465,-0.034676516372881105,0.01990049751243781,1.0,48,48,17,8,46,8,1.0,0.6914893617021276,False,,,,,,True
YNZC_BACSU_Tsuboyama_2023_2JVD,7822,15,-0.34758195916311285,0.34758195916311285,-0.388976407985941,0.03482587064676617,1.0,39,39,6,3,28,1,0.3333333333333333,0.9819455082612978,False,,,,,,True
CBX4_HUMAN_Tsuboyama_2023_2K28,1146,8,0.347497887670477,0.347497887670477,0.021346798739072605,0.014925373134328358,1.0,50,50,18,3,38,3,1.0,0.4304081632653062,False,,,,,,True
YNZC_BACSU_Tsuboyama_2023_2JVD,9919,16,0.34621535919786783,0.34621535919786783,0.398760148349872,0.029850746268656716,1.0,39,39,6,6,28,4,0.6666666666666666,0.7919839343987951,False,,,,,,True
THO1_YEAST_Tsuboyama_2023_2WQG,3156,16,-0.34571993557595065,0.34571993557595065,-0.0737135027854114,0.03482587064676617,1.0,41,41,22,6,37,6,1.0,0.5170336723610149,False,,,,,,True
THO1_YEAST_Tsuboyama_2023_2WQG,3879,17,-0.3455996851635764,0.3455996851635764,0.022847578351106308,0.03980099502487562,1.0,41,41,22,6,37,6,1.0,0.5170336723610149,False,,,,,,True
THO1_YEAST_Tsuboyama_2023_2WQG,497,18,0.34308062671206524,0.34308062671206524,0.007967928802602676,0.03980099502487562,1.0,41,41,22,5,37,4,0.8,0.9341858398341069,False,,,,,,True
YNZC_BACSU_Tsuboyama_2023_2JVD,7997,17,-0.34205854554885184,0.34205854554885184,0.22345000963098371,0.014925373134328358,1.0,39,39,6,2,28,1,0.5,0.9257759784075573,False,,,,,,True
THO1_YEAST_Tsuboyama_2023_2WQG,3043,19,0.3406953437415278,0.3406953437415278,0.19825965385554647,0.024875621890547265,1.0,41,41,22,4,37,4,1.0,0.6521674730917351,False,,,,,,True
YNZC_BACSU_Tsuboyama_2023_2JVD,6620,18,0.3381563424567629,0.3381563424567629,0.39263529562663224,0.029850746268656716,1.0,39,39,6,6,28,4,0.6666666666666666,0.7919839343987951,False,,,,,,True
THO1_YEAST_Tsuboyama_2023_2WQG,2073,20,-0.3379036587716248,0.3379036587716248,-0.26250665021297404,0.01990049751243781,1.0,41,41,22,6,37,5,0.8333333333333334,0.9048089266317765,False,,,,,,True
ODP2_GEOSE_Tsuboyama_2023_1W4G,336,20,-0.33668365199113026,0.33668365199113026,-0.21553210236352932,0.029850746268656716,1.0,44,44,15,7,41,6,0.8571428571428571,0.9386892177589852,False,,,,,,True
SDA_BACSU_Tsuboyama_2023_1PV0,1559,16,-0.3357908003395431,0.3357908003395431,-0.13997790921130954,0.004975124378109453,1.0,44,44,18,2,37,2,1.0,0.7040169133192389,False,,,,,,True
YNZC_BACSU_Tsuboyama_2023_2JVD,2486,19,0.33557745709960934,0.33557745709960934,-0.07124170799136759,0.04975124378109453,1.0,39,39,6,6,28,5,0.8333333333333334,0.4468245335118399,False,,,,,,True
CBX4_HUMAN_Tsuboyama_2023_2K28,6293,9,0.3326202857641138,0.3326202857641138,-0.1236012456453382,0.004975124378109453,1.0,50,50,18,2,38,1,0.5,0.9461224489795919,False,,,,,,True
SDA_BACSU_Tsuboyama_2023_1PV0,5443,17,0.33214181189803904,0.33214181189803904,0.22675209540365002,0.029850746268656716,1.0,44,44,18,7,37,7,1.0,0.26866699888164497,False,,,,,,True
CBX4_HUMAN_Tsuboyama_2023_2K28,8324,10,0.3320546050060115,0.3320546050060115,-0.11681307654811138,0.004975124378109453,1.0,50,50,18,2,38,1,0.5,0.9461224489795919,False,,,,,,True
YNZC_BACSU_Tsuboyama_2023_2JVD,8587,20,-0.3300604993439263,0.3300604993439263,-0.46169046623556514,0.03980099502487562,1.0,39,39,6,3,28,1,0.3333333333333333,0.9819455082612978,False,,,,,,True
CBX4_HUMAN_Tsuboyama_2023_2K28,6419,11,-0.33002119716422995,0.33002119716422995,-0.16001503283014415,0.024875621890547265,1.0,50,50,18,8,38,1,0.125,0.99999907800394,False,35035.0,0.797887826459255,0.4856747477802543,-0.027721343934236444,2.107540869448116e-07,True
CBX4_HUMAN_Tsuboyama_2023_2K28,6965,12,-0.32935584261558926,0.32935584261558926,-0.04288727718181153,0.03482587064676617,1.0,50,50,18,5,38,4,0.8,0.6549689440993789,False,,,,,,True
CBX4_HUMAN_Tsuboyama_2023_2K28,1052,13,0.32771576794470114,0.32771576794470114,-0.3428206990116011,0.01990049751243781,1.0,50,50,18,4,38,2,0.5,0.9615501519756839,False,,,,,,True
SDA_BACSU_Tsuboyama_2023_1PV0,4105,18,-0.3268870921082834,0.3268870921082834,-0.09048054712731737,0.029850746268656716,1.0,44,44,18,7,37,6,0.8571428571428571,0.6933341906623096,False,,,,,,True
CBX4_HUMAN_Tsuboyama_2023_2K28,1243,14,0.3267972248392816,0.3267972248392816,0.12971869855425575,0.029850746268656716,1.0,50,50,18,4,38,3,0.75,0.7600825010855405,False,,,,,,True
SDA_BACSU_Tsuboyama_2023_1PV0,1494,19,-0.32601597482654304,0.32601597482654304,-0.027615906906853276,0.05472636815920398,1.0,44,44,18,7,37,5,0.7142857142857143,0.9322094860389334,False,,,,,,True
CBX4_HUMAN_Tsuboyama_2023_2K28,4652,15,-0.32512501571925917,0.32512501571925917,0.022910070703140488,0.004975124378109453,1.0,50,50,18,2,38,2,1.0,0.573877551020408,False,,,,,,True
SDA_BACSU_Tsuboyama_2023_1PV0,1246,20,0.3221909499297205,0.3221909499297205,0.09007488922766381,0.024875621890547265,1.0,44,44,18,7,37,6,0.8571428571428571,0.6933341906623096,False,,,,,,True
CBX4_HUMAN_Tsuboyama_2023_2K28,1203,16,-0.3182686095601495,0.3182686095601495,-0.1133331121253463,0.014925373134328358,1.0,50,50,18,8,38,7,0.875,0.37316917705705016,False,,,,,,True
CBX4_HUMAN_Tsuboyama_2023_2K28,8528,17,0.3137639160510279,0.3137639160510279,0.15929960272381719,0.029850746268656716,1.0,50,50,18,8,38,6,0.75,0.7125474443805876,False,,,,,,True
CBX4_HUMAN_Tsuboyama_2023_2K28,2868,18,0.31230708273455154,0.31230708273455154,0.019871756085326556,0.029850746268656716,1.0,50,50,18,8,38,7,0.875,0.37316917705705016,False,,,,,,True
CBX4_HUMAN_Tsuboyama_2023_2K28,2965,19,0.3056951537413358,0.3056951537413358,0.1590951867557746,0.04477611940298507,1.0,50,50,18,7,38,6,0.8571428571428571,0.4580137438879346,False,,,,,,True
CBX4_HUMAN_Tsuboyama_2023_2K28,8267,20,-0.30377056710089984,0.30377056710089984,0.09885271247836544,0.014925373134328358,1.0,50,50,18,2,38,2,1.0,0.573877551020408,False,,,,,,True
